age;job;marital;education;default;balance;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;deposit
35;technician;married;professional.course;no;2354;no;no;telephone;may;thu;504;3;181;0;nonexistent;no
39;services;single;high.school;unknown;318;no;no;telephone;may;thu;206;1;181;0;nonexistent;no
52;blue-collar;married;basic.4y;no;1730;yes;no;telephone;may;thu;36;1;178;0;nonexistent;no
44;blue-collar;married;basic.4y;unknown;448;no;no;telephone;may;thu;139;2;297;0;nonexistent;no
53;unknown;married;high.school;unknown;994;no;no;telephone;may;thu;303;1;176;0;nonexistent;no
33;services;divorced;high.school;no;19;yes;no;telephone;may;thu;109;1;64;0;nonexistent;no
41;technician;single;university.degree;unknown;1625;yes;no;telephone;may;thu;90;1;-1;0;nonexistent;no
33;admin.;single;university.degree;no;1144;no;no;telephone;may;thu;134;1;129;0;nonexistent;no
46;admin.;single;high.school;no;897;unknown;unknown;telephone;may;thu;257;1;280;0;nonexistent;no
38;blue-collar;married;basic.4y;unknown;704;no;no;telephone;may;thu;241;2;97;0;nonexistent;no
44;blue-collar;divorced;unknown;no;1996;no;yes;telephone;may;thu;94;1;101;0;nonexistent;no
57;retired;unknown;basic.4y;no;216;yes;no;telephone;may;thu;171;10;187;0;nonexistent;no
45;management;married;unknown;unknown;1206;no;no;telephone;may;thu;178;1;446;0;nonexistent;no
55;unknown;married;unknown;unknown;1855;yes;no;telephone;may;thu;285;2;-1;0;nonexistent;no
26;admin.;married;high.school;no;62;no;no;telephone;may;thu;326;4;185;0;nonexistent;no
38;blue-collar;divorced;unknown;no;1536;yes;no;telephone;may;thu;451;2;92;0;nonexistent;no
41;technician;married;basic.9y;no;824;yes;no;telephone;may;thu;347;1;558;0;nonexistent;no
53;retired;divorced;basic.4y;no;235;no;no;telephone;may;thu;116;1;92;0;nonexistent;no
42;services;divorced;basic.6y;no;108;yes;no;telephone;may;thu;1074;1;183;0;nonexistent;yes
56;technician;married;professional.course;unknown;2331;no;no;telephone;may;thu;191;1;92;0;nonexistent;no
41;management;married;high.school;no;390;no;no;telephone;may;thu;77;1;104;0;nonexistent;no
49;blue-collar;married;basic.9y;no;-32;no;no;telephone;may;thu;1036;1;182;0;nonexistent;no
31;admin.;married;high.school;no;172;no;no;telephone;may;thu;303;1;183;0;nonexistent;no
37;self-employed;married;professional.course;no;10541;yes;no;telephone;may;thu;80;1;92;0;nonexistent;no
40;blue-collar;married;basic.6y;unknown;480;no;no;telephone;may;thu;322;1;182;0;nonexistent;no
43;blue-collar;married;basic.4y;no;2374;no;no;telephone;may;thu;111;1;92;0;nonexistent;no
48;self-employed;married;university.degree;unknown;479;yes;no;telephone;may;thu;750;2;-1;0;nonexistent;no
45;admin.;married;high.school;no;94;yes;no;telephone;may;thu;695;1;92;0;nonexistent;yes
49;technician;married;high.school;no;417;yes;no;telephone;may;thu;435;1;-1;0;nonexistent;no
52;blue-collar;married;basic.9y;no;2557;yes;no;telephone;may;thu;397;1;92;0;nonexistent;no
35;blue-collar;married;basic.9y;unknown;589;no;no;telephone;may;thu;95;3;183;0;nonexistent;no
52;technician;married;basic.9y;no;201;yes;no;telephone;may;thu;208;2;92;0;nonexistent;no
59;retired;married;basic.4y;unknown;2885;yes;no;telephone;may;thu;163;1;156;0;nonexistent;no
34;admin.;single;high.school;no;2155;yes;no;telephone;may;thu;168;5;92;0;nonexistent;no
33;admin.;single;high.school;no;902;unknown;unknown;telephone;may;thu;161;3;180;0;nonexistent;no
34;services;married;basic.6y;no;1791;yes;yes;telephone;may;thu;1000;1;190;0;nonexistent;no
33;blue-collar;married;basic.6y;no;2206;no;no;telephone;may;thu;112;1;91;0;nonexistent;no
46;blue-collar;married;basic.4y;no;5291;no;yes;telephone;may;thu;599;2;91;0;nonexistent;no
37;technician;single;university.degree;no;638;yes;no;telephone;may;thu;30;1;188;0;nonexistent;no
35;entrepreneur;married;basic.9y;no;4448;no;yes;telephone;may;thu;165;1;-1;0;nonexistent;no
41;admin.;married;university.degree;no;5267;yes;no;telephone;may;thu;55;1;-1;0;nonexistent;no
39;blue-collar;married;basic.6y;unknown;3324;no;no;telephone;may;thu;231;1;90;0;nonexistent;no
52;blue-collar;married;basic.4y;unknown;61;unknown;unknown;telephone;may;thu;191;1;174;0;nonexistent;no
46;entrepreneur;divorced;university.degree;no;0;no;no;telephone;may;thu;127;1;92;0;nonexistent;no
41;services;married;basic.9y;no;116;yes;yes;telephone;may;thu;75;1;183;0;nonexistent;no
57;blue-collar;married;unknown;unknown;413;yes;no;telephone;may;thu;106;1;184;0;nonexistent;no
54;admin.;married;university.degree;no;353;unknown;unknown;telephone;may;thu;202;3;183;0;nonexistent;no
38;services;single;high.school;unknown;1712;no;yes;telephone;may;thu;1257;3;-1;0;nonexistent;yes
48;admin.;married;high.school;no;523;no;yes;telephone;may;thu;221;1;182;0;nonexistent;no
59;admin.;married;high.school;no;1454;yes;no;telephone;may;thu;285;1;297;0;nonexistent;no
42;blue-collar;divorced;basic.4y;unknown;9367;yes;no;telephone;may;thu;106;1;90;0;nonexistent;no
45;unknown;married;unknown;no;291;no;yes;telephone;may;thu;93;1;183;0;nonexistent;no
40;housemaid;single;university.degree;no;846;no;no;telephone;may;thu;71;2;181;0;nonexistent;no
50;admin.;married;high.school;no;341;no;no;telephone;may;thu;290;3;183;0;nonexistent;no
49;services;married;basic.6y;unknown;113;yes;no;telephone;may;thu;1165;1;183;0;nonexistent;no
45;blue-collar;married;basic.4y;no;13014;no;no;telephone;may;thu;164;1;183;0;nonexistent;no
42;self-employed;married;university.degree;no;632;no;no;telephone;may;thu;207;1;-1;0;nonexistent;no
36;services;married;high.school;no;27696;no;no;telephone;may;thu;295;2;184;0;nonexistent;no
41;blue-collar;divorced;basic.9y;unknown;3715;yes;no;telephone;may;thu;187;1;182;0;nonexistent;no
47;blue-collar;married;basic.4y;no;4675;yes;no;telephone;may;thu;106;1;-1;0;nonexistent;no
45;blue-collar;married;basic.4y;no;3271;no;no;telephone;may;thu;219;1;374;0;nonexistent;no
44;blue-collar;married;basic.6y;unknown;123;no;no;telephone;may;thu;236;1;93;0;nonexistent;no
34;blue-collar;married;basic.9y;unknown;10185;yes;no;telephone;may;thu;139;1;186;0;nonexistent;no
39;blue-collar;married;basic.9y;no;1026;no;no;telephone;may;thu;651;23;92;0;nonexistent;yes
45;admin.;married;basic.6y;unknown;905;yes;no;telephone;may;thu;124;1;-1;0;nonexistent;no
48;technician;married;professional.course;no;775;no;no;telephone;may;thu;145;4;182;0;nonexistent;no
31;blue-collar;single;high.school;no;926;yes;no;telephone;may;thu;120;1;185;0;nonexistent;no
45;self-employed;married;basic.6y;unknown;349;no;no;telephone;may;thu;734;1;616;0;nonexistent;yes
36;services;married;high.school;unknown;484;no;no;telephone;may;thu;291;2;187;0;nonexistent;no
40;unemployed;divorced;high.school;no;1830;no;no;telephone;may;thu;101;1;-1;0;nonexistent;no
34;blue-collar;married;basic.9y;no;2987;no;no;telephone;may;thu;417;3;91;0;nonexistent;no
33;technician;married;professional.course;no;197;no;no;telephone;may;thu;191;4;91;0;nonexistent;no
40;admin.;married;high.school;unknown;431;no;no;telephone;may;thu;131;1;186;0;nonexistent;no
55;blue-collar;married;basic.9y;unknown;169;no;no;telephone;may;thu;97;1;91;0;nonexistent;no
30;management;married;university.degree;no;226;no;no;telephone;may;thu;221;2;185;0;nonexistent;no
38;admin.;married;basic.6y;no;2424;yes;no;telephone;may;thu;229;1;95;0;nonexistent;no
36;blue-collar;single;basic.9y;no;1234;no;no;telephone;may;thu;104;1;91;0;nonexistent;no
34;admin.;married;high.school;no;271;no;no;telephone;may;thu;122;1;94;0;nonexistent;no
55;technician;divorced;professional.course;unknown;-69;yes;yes;telephone;may;thu;72;1;-1;0;nonexistent;no
34;admin.;married;high.school;no;1562;yes;yes;telephone;may;thu;186;1;-1;0;nonexistent;no
34;blue-collar;married;basic.4y;no;52587;no;yes;telephone;may;thu;23;1;189;0;nonexistent;no
33;services;married;basic.4y;no;535;no;no;telephone;may;thu;402;1;91;0;nonexistent;no
43;unemployed;married;university.degree;unknown;2159;yes;no;telephone;may;thu;37;1;-1;0;nonexistent;no
46;admin.;married;university.degree;no;195;no;no;telephone;may;thu;68;5;63;0;nonexistent;no
48;blue-collar;married;basic.6y;no;154;yes;yes;telephone;may;thu;182;1;-1;0;nonexistent;no
50;management;married;university.degree;unknown;681;no;no;telephone;may;thu;587;1;561;0;nonexistent;no
48;entrepreneur;married;basic.4y;no;2326;no;no;telephone;may;thu;348;1;181;0;nonexistent;no
39;admin.;single;high.school;unknown;961;yes;no;telephone;may;thu;51;2;553;0;nonexistent;no
30;management;single;university.degree;no;2532;unknown;unknown;telephone;may;thu;176;13;-1;0;nonexistent;no
27;services;single;high.school;unknown;455;no;no;telephone;may;thu;144;2;555;0;nonexistent;no
31;services;married;basic.6y;unknown;2013;yes;no;telephone;may;thu;297;3;94;0;nonexistent;no
55;blue-collar;married;basic.9y;no;1568;no;no;telephone;may;thu;203;2;262;0;nonexistent;no
42;unknown;divorced;high.school;no;1215;no;no;telephone;may;thu;57;2;192;0;nonexistent;no
35;services;single;high.school;unknown;121;yes;no;telephone;may;thu;334;3;-1;0;nonexistent;no
53;retired;married;basic.4y;unknown;1;yes;no;telephone;may;thu;217;2;184;0;nonexistent;no
41;blue-collar;single;basic.9y;no;597;no;no;telephone;may;thu;74;1;-1;0;nonexistent;no
36;blue-collar;single;basic.4y;no;763;no;no;telephone;may;thu;464;2;189;0;nonexistent;no
36;technician;single;university.degree;no;326;no;no;telephone;may;thu;738;7;-1;0;nonexistent;no
46;management;married;basic.9y;no;1380;yes;no;telephone;may;thu;126;1;-1;0;nonexistent;no
57;technician;divorced;basic.4y;no;0;yes;no;telephone;may;thu;452;2;189;0;nonexistent;no
53;services;married;high.school;unknown;368;no;no;telephone;may;thu;203;4;187;0;nonexistent;no
36;blue-collar;married;unknown;unknown;438;no;no;telephone;may;thu;230;7;-1;0;nonexistent;no
48;blue-collar;married;basic.9y;no;483;no;no;telephone;may;thu;187;4;265;0;nonexistent;no
49;blue-collar;divorced;basic.4y;unknown;7620;no;no;telephone;may;thu;920;2;176;0;nonexistent;yes
58;self-employed;married;university.degree;no;805;no;no;telephone;may;thu;136;1;103;0;nonexistent;no
36;unknown;single;basic.6y;unknown;0;no;no;telephone;may;thu;1244;3;182;0;nonexistent;no
34;admin.;single;high.school;no;302;no;no;telephone;may;thu;80;1;384;0;nonexistent;no
42;admin.;married;university.degree;no;215;no;no;telephone;may;thu;431;1;92;0;nonexistent;no
41;blue-collar;married;basic.9y;no;5473;no;no;telephone;may;thu;500;1;184;0;nonexistent;yes
55;retired;married;professional.course;no;106;yes;no;telephone;may;thu;301;1;187;0;nonexistent;no
43;blue-collar;married;basic.4y;unknown;2346;no;no;telephone;may;thu;115;3;184;0;nonexistent;no
59;technician;married;unknown;no;3219;yes;no;telephone;may;thu;30;1;-1;0;nonexistent;no
37;admin.;married;high.school;no;2227;yes;no;telephone;may;thu;133;1;-1;0;nonexistent;no
38;unknown;married;unknown;unknown;6610;yes;no;telephone;may;thu;270;1;-1;0;nonexistent;no
46;blue-collar;single;basic.4y;no;195;no;no;telephone;may;thu;218;2;-1;0;nonexistent;no
52;technician;married;high.school;no;973;yes;no;telephone;may;thu;355;1;388;0;nonexistent;no
53;unemployed;divorced;basic.9y;unknown;7766;no;no;telephone;may;thu;215;2;461;0;nonexistent;no
40;admin.;married;high.school;unknown;948;yes;no;telephone;may;thu;299;1;191;0;nonexistent;no
45;unknown;married;unknown;no;2149;no;yes;telephone;may;thu;160;1;87;0;nonexistent;no
55;blue-collar;married;basic.9y;unknown;1413;yes;no;telephone;may;thu;172;4;-1;0;nonexistent;no
54;management;divorced;university.degree;no;117;yes;no;telephone;may;thu;49;1;186;0;nonexistent;no
32;housemaid;single;basic.4y;no;0;yes;no;telephone;may;thu;117;1;171;0;nonexistent;no
36;admin.;divorced;university.degree;no;71;yes;no;telephone;may;thu;155;1;102;0;nonexistent;no
32;housemaid;single;basic.4y;no;1938;no;no;telephone;may;thu;477;1;192;0;nonexistent;no
35;blue-collar;single;professional.course;no;5359;yes;no;telephone;may;thu;99;1;191;0;nonexistent;no
44;services;married;high.school;unknown;519;yes;no;telephone;may;thu;188;1;133;0;nonexistent;no
37;services;married;high.school;no;-46;no;no;telephone;may;thu;200;3;89;0;nonexistent;no
38;blue-collar;single;basic.4y;no;1075;yes;no;telephone;may;thu;187;2;-1;0;nonexistent;no
50;blue-collar;single;basic.9y;unknown;91;yes;no;telephone;may;thu;236;3;-1;0;nonexistent;no
38;blue-collar;single;basic.6y;unknown;598;yes;no;telephone;may;thu;50;7;288;0;nonexistent;no
49;self-employed;married;professional.course;no;1027;unknown;unknown;telephone;may;thu;104;2;152;0;nonexistent;no
37;admin.;divorced;high.school;no;235;no;no;telephone;may;thu;51;10;203;0;nonexistent;no
46;unknown;married;basic.6y;unknown;2;no;no;telephone;may;thu;51;5;390;0;nonexistent;no
36;blue-collar;married;basic.9y;unknown;4945;yes;no;telephone;may;thu;140;3;-1;0;nonexistent;no
47;blue-collar;married;basic.9y;unknown;311;yes;no;telephone;may;thu;221;4;322;0;nonexistent;no
33;blue-collar;married;basic.4y;unknown;154;no;no;telephone;may;thu;98;2;180;0;nonexistent;no
31;services;married;high.school;no;712;no;no;telephone;may;thu;253;2;-1;0;nonexistent;no
45;entrepreneur;married;university.degree;no;7585;no;no;telephone;may;thu;71;1;198;0;nonexistent;no
36;blue-collar;married;basic.9y;no;2489;no;no;telephone;may;thu;127;2;86;0;nonexistent;no
49;self-employed;married;basic.9y;no;2896;yes;no;telephone;may;thu;74;2;-1;0;nonexistent;no
39;services;married;professional.course;unknown;354;yes;no;telephone;may;thu;126;4;133;0;nonexistent;no
34;housemaid;divorced;basic.6y;no;2667;no;no;telephone;may;thu;122;1;181;0;nonexistent;no
39;technician;married;professional.course;no;144;no;no;telephone;may;thu;173;2;87;0;nonexistent;no
26;admin.;single;high.school;no;760;yes;no;telephone;may;thu;918;1;281;0;nonexistent;no
36;blue-collar;married;basic.4y;no;1050;no;no;telephone;may;thu;544;2;181;0;nonexistent;no
31;admin.;single;university.degree;no;5296;yes;no;telephone;may;thu;309;2;205;0;nonexistent;no
54;blue-collar;divorced;basic.4y;no;12980;no;no;telephone;may;thu;138;2;-1;0;nonexistent;no
39;admin.;married;university.degree;no;509;no;no;telephone;may;thu;73;1;-1;0;nonexistent;no
32;admin.;married;university.degree;unknown;1644;yes;no;telephone;may;thu;71;2;179;0;nonexistent;no
43;technician;divorced;professional.course;no;451;yes;no;telephone;may;thu;193;5;-1;0;nonexistent;no
53;blue-collar;married;basic.4y;no;53;no;no;telephone;may;thu;198;3;394;0;nonexistent;no
28;admin.;single;high.school;no;334;yes;no;telephone;may;thu;243;4;91;0;nonexistent;no
50;blue-collar;single;basic.9y;unknown;6771;yes;no;telephone;may;thu;57;2;-1;0;nonexistent;no
44;admin.;single;university.degree;unknown;52;no;no;telephone;may;thu;49;1;179;0;nonexistent;no
45;housemaid;divorced;university.degree;no;2240;yes;no;telephone;may;thu;105;1;278;0;nonexistent;no
56;admin.;divorced;unknown;unknown;4761;yes;no;telephone;may;thu;719;1;-1;0;nonexistent;no
35;unemployed;divorced;basic.4y;no;1570;yes;no;telephone;may;thu;98;1;286;0;nonexistent;no
31;housemaid;married;basic.4y;unknown;588;no;no;telephone;may;thu;196;2;-1;0;nonexistent;no
47;management;divorced;university.degree;no;957;yes;no;telephone;may;thu;243;1;89;0;nonexistent;no
39;admin.;single;high.school;unknown;224;no;no;telephone;may;thu;344;2;-1;0;nonexistent;no
35;admin.;single;university.degree;no;2161;no;no;telephone;may;thu;135;1;181;0;nonexistent;no
24;student;single;high.school;no;426;no;no;telephone;may;thu;597;1;90;0;nonexistent;no
31;entrepreneur;married;high.school;no;147;yes;no;telephone;may;thu;168;1;181;0;nonexistent;no
39;entrepreneur;single;university.degree;no;508;yes;no;telephone;may;thu;43;9;-1;0;nonexistent;no
45;blue-collar;married;basic.9y;unknown;294;no;no;telephone;may;thu;525;1;90;0;nonexistent;no
39;blue-collar;single;basic.4y;no;1825;no;no;telephone;may;thu;122;6;-1;0;nonexistent;no
60;management;married;university.degree;unknown;158;yes;no;telephone;may;thu;152;2;181;0;nonexistent;no
45;admin.;married;basic.9y;unknown;0;yes;no;telephone;may;thu;111;2;326;0;nonexistent;no
35;technician;married;university.degree;unknown;4721;yes;no;telephone;may;thu;133;2;90;0;nonexistent;no
53;retired;divorced;high.school;no;282;no;yes;telephone;may;thu;504;5;154;0;nonexistent;no
54;blue-collar;divorced;basic.4y;no;108;no;no;telephone;may;thu;192;3;182;0;nonexistent;no
36;services;single;basic.6y;unknown;187;yes;no;telephone;may;thu;164;2;-1;0;nonexistent;no
39;services;divorced;basic.9y;no;3764;yes;no;telephone;may;thu;51;1;181;0;nonexistent;no
48;admin.;married;professional.course;no;1416;yes;no;telephone;may;thu;178;1;182;0;nonexistent;no
32;admin.;married;university.degree;no;2801;no;no;telephone;may;thu;99;2;-1;0;nonexistent;no
36;blue-collar;married;professional.course;no;494;yes;yes;telephone;may;thu;224;1;478;0;nonexistent;no
42;admin.;single;university.degree;no;1978;no;no;telephone;may;thu;236;3;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;155;no;no;telephone;may;thu;815;1;93;0;nonexistent;no
49;blue-collar;married;basic.4y;unknown;4608;yes;no;telephone;may;thu;282;1;-1;0;nonexistent;no
38;admin.;divorced;high.school;no;951;no;no;telephone;may;thu;134;1;339;0;nonexistent;no
34;entrepreneur;single;unknown;unknown;495;yes;no;telephone;may;thu;318;1;182;0;nonexistent;no
34;management;married;university.degree;no;1843;yes;no;telephone;may;thu;118;1;185;0;nonexistent;no
30;admin.;married;university.degree;no;262;yes;no;telephone;may;thu;911;2;181;0;nonexistent;yes
36;technician;single;professional.course;no;0;yes;no;telephone;may;thu;238;1;195;0;nonexistent;no
48;admin.;single;university.degree;no;3561;yes;no;telephone;may;thu;225;1;-1;0;nonexistent;no
32;management;married;basic.6y;no;465;yes;no;telephone;may;thu;490;3;302;0;nonexistent;no
51;admin.;married;high.school;no;76;unknown;unknown;telephone;may;thu;89;1;-1;0;nonexistent;no
47;blue-collar;married;basic.4y;no;1796;no;yes;telephone;may;thu;199;1;91;0;nonexistent;no
43;technician;divorced;professional.course;no;874;no;no;telephone;may;thu;644;1;181;0;nonexistent;no
29;services;married;high.school;no;2140;yes;yes;telephone;may;thu;286;2;155;0;nonexistent;no
44;blue-collar;divorced;unknown;no;295;no;no;telephone;may;thu;76;3;-1;0;nonexistent;no
38;blue-collar;married;basic.6y;no;304;yes;no;telephone;may;thu;176;2;-1;0;nonexistent;no
59;retired;married;professional.course;no;624;no;no;telephone;may;thu;422;3;276;0;nonexistent;no
29;admin.;single;university.degree;no;303;no;no;telephone;may;thu;22;3;-1;0;nonexistent;no
35;unemployed;married;basic.4y;unknown;273;unknown;unknown;telephone;may;thu;71;4;184;0;nonexistent;no
36;blue-collar;single;basic.9y;no;3342;no;yes;telephone;may;thu;465;3;188;0;nonexistent;no
33;services;married;high.school;unknown;1227;yes;no;telephone;may;thu;83;3;90;0;nonexistent;no
34;admin.;divorced;basic.9y;no;283;no;no;telephone;may;thu;973;2;-1;0;nonexistent;no
25;blue-collar;single;basic.9y;unknown;3384;no;no;telephone;may;thu;56;1;187;0;nonexistent;no
48;management;married;university.degree;no;2367;yes;no;telephone;may;thu;190;2;181;0;nonexistent;no
25;blue-collar;single;basic.9y;unknown;5958;yes;no;telephone;may;thu;323;1;-1;0;nonexistent;no
25;blue-collar;single;basic.9y;unknown;3735;yes;no;telephone;may;thu;113;1;90;0;nonexistent;no
52;self-employed;married;basic.4y;unknown;2693;yes;no;telephone;may;thu;228;1;188;0;nonexistent;no
34;blue-collar;single;basic.9y;unknown;655;no;yes;telephone;may;thu;110;1;-1;0;nonexistent;no
27;unemployed;married;basic.9y;no;1681;no;no;telephone;may;thu;84;14;106;0;nonexistent;no
44;blue-collar;married;basic.4y;no;866;no;yes;telephone;may;thu;59;1;-1;0;nonexistent;no
36;blue-collar;married;basic.9y;no;774;no;no;telephone;may;thu;294;2;421;0;nonexistent;no
40;blue-collar;married;basic.9y;unknown;2678;yes;no;telephone;may;thu;21;5;-1;0;nonexistent;no
38;blue-collar;married;basic.6y;unknown;3371;no;no;telephone;may;thu;210;3;178;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;10583;yes;no;telephone;may;thu;144;1;178;0;nonexistent;no
45;unknown;married;unknown;no;4176;yes;no;telephone;may;thu;251;1;-1;0;nonexistent;no
27;blue-collar;single;basic.6y;unknown;334;no;no;telephone;may;thu;444;1;326;0;nonexistent;no
31;blue-collar;married;basic.6y;no;393;yes;yes;telephone;may;thu;237;2;-1;0;nonexistent;no
30;blue-collar;single;high.school;no;916;yes;no;telephone;may;thu;399;1;90;0;nonexistent;no
31;admin.;single;high.school;no;832;no;no;telephone;may;thu;132;22;342;0;nonexistent;no
58;blue-collar;married;basic.4y;unknown;3287;yes;yes;telephone;may;thu;334;10;337;0;nonexistent;no
40;admin.;married;unknown;no;488;no;no;telephone;may;thu;387;4;92;0;nonexistent;no
44;admin.;married;university.degree;unknown;1947;yes;no;telephone;may;thu;344;2;-1;0;nonexistent;no
42;management;divorced;university.degree;no;558;no;no;telephone;may;thu;279;9;-1;0;nonexistent;no
28;student;single;basic.4y;no;235;no;no;telephone;may;thu;484;8;223;0;nonexistent;no
47;blue-collar;married;unknown;unknown;288;yes;yes;telephone;may;thu;95;1;181;0;nonexistent;no
47;blue-collar;married;unknown;unknown;6036;yes;no;telephone;may;thu;461;1;181;0;nonexistent;no
58;retired;divorced;university.degree;no;3;yes;no;telephone;may;thu;30;2;350;0;nonexistent;no
32;services;single;professional.course;no;0;yes;no;telephone;may;thu;561;1;184;0;nonexistent;no
50;services;single;high.school;unknown;81204;yes;no;telephone;may;thu;468;2;94;0;nonexistent;no
53;technician;married;professional.course;unknown;5236;yes;no;telephone;may;thu;920;2;-1;0;nonexistent;yes
29;technician;single;professional.course;no;2466;no;no;telephone;may;thu;388;2;370;0;nonexistent;no
34;technician;single;professional.course;no;1348;no;no;telephone;may;thu;100;4;-1;0;nonexistent;no
35;technician;married;unknown;unknown;7929;no;no;telephone;may;thu;1224;2;-1;0;nonexistent;yes
32;services;single;professional.course;no;70;no;no;telephone;may;thu;589;1;374;0;nonexistent;no
26;blue-collar;single;basic.6y;no;459;no;yes;telephone;may;thu;160;1;-1;0;nonexistent;no
27;blue-collar;married;basic.4y;unknown;2102;no;no;telephone;may;thu;438;2;626;0;nonexistent;no
47;technician;married;professional.course;no;394;yes;no;telephone;may;thu;69;1;-1;0;nonexistent;no
47;blue-collar;married;professional.course;unknown;4126;no;yes;telephone;may;thu;964;2;185;0;nonexistent;no
38;housemaid;married;high.school;unknown;224;no;no;telephone;may;thu;384;4;-1;0;nonexistent;no
41;admin.;single;unknown;no;9001;yes;no;telephone;may;thu;103;1;-1;0;nonexistent;no
41;blue-collar;married;basic.4y;no;560;no;no;telephone;may;thu;52;1;307;0;nonexistent;no
58;management;married;university.degree;unknown;102;no;no;telephone;may;thu;205;2;426;0;nonexistent;no
24;services;single;high.school;no;1088;no;no;telephone;may;thu;486;2;363;0;nonexistent;no
51;management;married;university.degree;unknown;562;no;yes;telephone;may;thu;1156;2;363;0;nonexistent;yes
26;entrepreneur;married;university.degree;no;718;no;no;telephone;may;thu;73;2;98;0;nonexistent;no
28;blue-collar;married;basic.9y;no;230;no;no;telephone;may;thu;523;5;210;0;nonexistent;no
49;admin.;married;high.school;unknown;-67;no;no;telephone;may;thu;157;5;236;0;nonexistent;no
55;blue-collar;married;basic.4y;unknown;3848;yes;no;telephone;may;thu;186;5;-1;0;nonexistent;no
38;blue-collar;single;basic.9y;no;579;no;no;telephone;may;thu;73;5;-1;0;nonexistent;no
50;blue-collar;married;basic.6y;unknown;1646;no;no;telephone;may;thu;544;3;206;0;nonexistent;no
46;blue-collar;married;basic.4y;unknown;1229;no;no;telephone;may;thu;194;2;-1;0;nonexistent;no
35;admin.;married;university.degree;no;129;no;no;telephone;may;thu;420;4;-1;0;nonexistent;no
30;technician;single;professional.course;no;197;no;no;telephone;may;thu;584;2;182;0;nonexistent;no
39;entrepreneur;married;basic.9y;unknown;3779;no;no;telephone;may;thu;192;3;-1;0;nonexistent;no
28;admin.;divorced;high.school;no;2016;no;yes;telephone;may;thu;155;2;348;0;nonexistent;no
46;blue-collar;married;basic.6y;unknown;436;no;yes;telephone;may;thu;1231;2;595;0;nonexistent;no
38;student;single;university.degree;no;413;no;no;telephone;may;thu;619;4;179;0;nonexistent;no
34;management;married;university.degree;no;116;no;yes;telephone;may;thu;298;3;-1;0;nonexistent;no
44;technician;married;professional.course;no;62;yes;no;telephone;may;thu;515;2;-1;0;nonexistent;no
36;management;married;basic.9y;no;107;yes;no;telephone;may;thu;21;6;181;0;nonexistent;no
40;admin.;married;university.degree;no;497;yes;no;telephone;may;thu;404;7;-1;0;nonexistent;no
32;admin.;divorced;high.school;no;2557;yes;no;telephone;may;thu;241;23;181;0;nonexistent;no
29;admin.;married;university.degree;no;2646;yes;no;telephone;may;thu;302;1;183;0;nonexistent;no
50;unemployed;married;professional.course;no;3771;no;no;telephone;may;thu;440;2;181;0;nonexistent;no
53;admin.;divorced;university.degree;no;1066;yes;yes;telephone;may;thu;172;2;-1;0;nonexistent;no
46;management;married;basic.4y;unknown;1;no;no;telephone;may;thu;319;7;378;0;nonexistent;no
57;blue-collar;married;basic.4y;unknown;232;yes;no;telephone;may;thu;1051;3;-1;0;nonexistent;no
45;blue-collar;married;basic.4y;no;1177;yes;no;telephone;may;thu;276;3;311;0;nonexistent;no
57;admin.;married;university.degree;no;603;yes;no;telephone;may;thu;213;4;-1;0;nonexistent;no
29;technician;married;university.degree;no;736;no;yes;telephone;may;thu;194;2;246;0;nonexistent;no
32;blue-collar;married;basic.9y;no;129;unknown;unknown;telephone;may;thu;276;4;181;0;nonexistent;no
25;technician;single;university.degree;no;-115;yes;no;telephone;may;thu;19;8;182;0;nonexistent;no
43;admin.;married;university.degree;unknown;104;yes;no;telephone;may;thu;226;2;-1;0;nonexistent;no
26;unemployed;single;basic.9y;no;589;no;yes;telephone;may;thu;546;8;-1;0;nonexistent;no
34;admin.;married;university.degree;no;3472;yes;no;telephone;may;thu;419;2;181;0;nonexistent;no
33;blue-collar;divorced;basic.9y;unknown;2845;no;no;telephone;may;thu;1867;6;-1;0;nonexistent;yes
37;technician;single;university.degree;no;7529;no;no;telephone;may;thu;156;5;183;0;nonexistent;no
34;technician;married;university.degree;no;309;yes;no;telephone;may;thu;184;2;181;0;nonexistent;no
53;admin.;married;basic.9y;no;0;yes;yes;telephone;may;thu;548;1;181;0;nonexistent;no
28;technician;single;professional.course;no;1672;yes;no;telephone;may;thu;760;2;648;0;nonexistent;no
48;blue-collar;married;basic.9y;no;1711;yes;no;telephone;may;thu;244;2;202;0;nonexistent;no
36;blue-collar;married;basic.4y;unknown;1295;yes;no;telephone;may;thu;328;4;-1;0;nonexistent;no
54;admin.;married;high.school;no;2046;yes;yes;telephone;may;thu;171;2;254;0;nonexistent;no
44;technician;married;professional.course;unknown;455;no;no;telephone;may;thu;284;5;-1;0;nonexistent;no
44;services;married;high.school;unknown;722;yes;no;telephone;may;thu;1263;2;-1;0;nonexistent;yes
56;management;married;basic.6y;no;371;no;yes;telephone;may;thu;92;3;182;0;nonexistent;no
35;unemployed;married;university.degree;no;997;no;no;telephone;may;thu;17;25;304;0;nonexistent;no
37;blue-collar;married;basic.9y;unknown;206;no;no;telephone;may;thu;422;2;185;0;nonexistent;no
